event,time,tWick15,body15,bWick15,tWick14,body14,bWick14,tWick13,body13,bWick13,tWick12,body12,bWick12,tWick11,body11,bWick11,tWick10,body10,bWick10,tWick9,body9,bWick9,tWick8,body8,bWick8,tWick7,body7,bWick7,tWick6,body6,bWick6,tWick5,body5,bWick5,tWick4,body4,bWick4,tWick3,body3,bWick3,tWick2,body2,bWick2,tWick1,body1,bWick1,target,targetSimple,target1,target2
Jackson Hole Symposium,2018.08.23 03:00,4,-12,4,6,-19,1,8,0,1,2,0,0,3,10,6,0,13,3,3,-5,0,0,-5,2,5,0,1,0,-25,0,4,4,5,1,6,2,0,17,0,10,-10,1,7,-34,12,N,N,N,N
HCOB Manufacturing PMI,2018.08.23 10:30,13,2,0,2,5,6,0,-11,7,2,22,0,1,7,16,41,9,19,3,9,6,5,1,8,8,15,1,6,7,0,10,38,0,16,-9,0,3,18,8,8,-13,10,4,-11,1,N,N,N,N
ECB Monetary Policy Meeting Accounts,2018.08.23 14:30,2,34,2,6,15,0,2,2,8,0,-6,2,0,-7,3,3,-4,25,0,13,8,4,6,6,2,3,12,11,-23,1,5,-10,0,0,-6,1,0,9,1,0,-11,3,3,-12,1,N,N,N,N
Jackson Hole Symposium,2018.08.24 03:00,0,-1,8,1,-9,2,0,-5,1,2,0,0,5,19,0,6,0,6,0,-6,1,1,-2,3,2,3,0,4,-6,5,0,-10,5,15,3,0,7,-13,1,4,-5,3,5,15,2,N,N,N,N
Nondefense Capital Goods Orders ex Aircraft,2018.08.24 15:30,1,-14,4,5,0,0,3,-14,2,3,-4,6,6,-1,4,20,47,0,0,-5,12,5,-4,1,4,-6,12,5,-11,9,21,29,0,6,5,4,2,-10,6,2,2,6,1,0,14,N,N,N,N
Fed's Chair Powell speech,2018.08.24 17:00,2,-6,8,3,-25,4,3,2,5,1,8,0,9,-21,14,4,15,93,97,167,2,20,74,12,22,80,5,67,34,2,56,-24,3,1,129,6,18,-23,25,20,-66,10,3,-43,17,5U|D,U,5U|D,5U|D
Core Personal Consumption Expenditures,2018.08.29 15:30,7,2,9,4,8,12,3,-17,1,0,-20,0,1,-26,4,1,23,38,6,-13,0,2,38,3,1,-28,0,14,-11,15,1,12,5,19,-4,0,5,3,7,2,-18,13,5,24,3,N,N,N,N
Harmonized Index of Consumer Prices,2018.08.30 15:00,3,1,9,3,-8,5,2,-20,1,6,0,1,4,-1,11,13,-29,0,2,16,0,8,37,0,17,6,6,6,30,2,18,1,5,12,13,4,11,-15,3,4,21,0,1,9,10,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2018.08.30 15:30,3,2,4,2,0,1,2,-27,3,2,8,6,2,7,19,10,6,42,0,34,5,10,-11,8,3,-15,24,9,-4,2,2,30,0,11,0,9,4,8,2,11,-12,4,6,-20,4,N,N,N,N
Core Harmonized Index of Consumer Prices,2018.08.31 12:00,9,-4,2,1,3,10,1,-19,5,1,1,7,7,13,1,24,13,15,0,-30,0,2,17,0,5,8,2,3,16,1,10,-4,8,7,14,1,2,-16,0,3,6,1,2,-9,4,N,N,N,N
ISM Manufacturing PMI,2018.09.04 17:00,13,5,5,1,-26,9,10,11,4,1,10,2,0,-31,5,18,-61,7,0,-14,24,9,-6,5,10,-27,0,10,16,11,4,30,7,1,1,24,3,1,23,0,30,1,14,1,19,D,D,D,D
Gross Domestic Product s.a.,2018.09.07 12:00,0,4,7,0,2,9,2,-3,5,5,16,0,7,-6,1,3,-1,11,0,-18,1,4,-1,2,5,-3,2,5,9,0,0,4,2,5,-1,5,9,-5,1,9,1,0,1,12,0,N,N,N,N
Average Hourly Earnings,2018.09.07 15:30,11,0,5,0,16,0,0,8,3,0,24,0,20,13,9,4,-258,57,1,-53,34,4,-12,42,32,-14,35,13,62,4,18,-11,12,12,-51,9,12,7,53,21,0,58,25,-15,8,4D,D,4D,4D
Harmonized Index of Consumer Prices,2018.09.13 09:00,7,11,0,0,11,0,5,6,1,0,0,1,0,-7,6,10,1,1,8,4,8,5,-9,0,3,0,10,5,5,0,0,-12,7,4,-24,2,0,26,7,0,-22,2,13,3,6,N,N,N,N
ECB Main Refinancing Operations Rate,2018.09.13 14:45,4,4,0,3,-13,0,2,3,1,0,10,1,13,10,1,18,-2,15,2,-27,21,14,15,5,5,1,4,15,16,15,0,-26,1,1,-5,8,0,-6,3,0,7,3,0,-23,2,N,N,N,N
Consumer Price Index ex Food & Energy,2018.09.13 15:30,5,0,2,2,3,1,2,-1,2,7,3,3,0,-5,22,44,184,0,15,74,0,2,-66,4,5,-65,58,18,39,6,36,75,11,22,53,18,61,-2,11,33,118,17,32,30,0,2U|D|3U,U,2U|D|3U,2U|D|3U
Retail Sales Control Group,2018.09.14 15:30,0,-21,6,2,2,7,2,1,7,2,-5,2,8,-3,3,77,51,0,7,-24,24,9,-31,21,11,-15,0,0,-94,9,27,-22,27,11,-23,12,10,-27,20,2,24,13,17,-9,11,U|D,U,U|D,U|D
Core Harmonized Index of Consumer Prices,2018.09.17 12:00,0,-2,10,1,-2,5,4,-1,1,0,12,0,23,40,0,5,-23,2,3,6,7,5,0,6,1,-15,1,6,14,1,1,0,6,0,-4,13,2,24,2,0,-36,0,0,21,0,N,N,N,N
ECB's President Draghi speech,2018.09.18 10:15,1,-42,1,5,-8,18,10,37,1,4,18,3,7,-7,8,9,1,5,2,19,1,1,-8,8,0,9,17,8,-5,5,9,8,5,6,4,6,2,-3,8,1,5,9,10,-5,5,N,N,N,N
ECB's President Draghi speech,2018.09.19 16:00,0,-10,9,6,13,6,8,17,0,10,5,0,4,-20,1,5,-16,3,11,-9,25,9,11,19,5,-15,0,8,-4,0,0,-19,8,2,15,12,3,11,5,15,-4,4,7,5,10,N,N,N,N
HCOB Manufacturing PMI,2018.09.21 10:30,8,-15,2,19,2,9,8,-3,2,5,3,11,4,21,12,0,-18,91,15,-12,4,27,32,0,0,-36,10,1,3,24,2,-9,21,2,-66,1,6,-17,9,5,-41,14,3,27,0,2D,D,2D,2D
ECB's President Draghi speech,2018.09.24 16:00,2,-6,7,6,-5,1,0,9,1,0,0,6,3,-21,0,1,-5,16,0,43,1,0,19,13,4,155,1,41,69,1,0,-119,7,7,139,4,0,88,3,21,55,19,1,30,19,3U|D|2U,U,3U|D|2U,3U|D|2U
FOMC Economic Projections,2018.09.26 21:00,6,5,2,0,-18,0,6,3,1,3,6,7,29,-2,10,141,77,11,14,106,168,30,-39,10,45,100,15,4,24,42,14,45,4,21,-94,3,32,-39,1,1,-129,22,38,22,58,2U|D|U|2D,U,2U|D|U|2D,2U|D|U|2D
FOMC Press Conference,2018.09.26 21:30,17,-2,9,4,0,16,8,-3,4,0,-73,35,1,19,22,3,15,11,3,31,6,19,35,10,17,-15,8,13,11,9,27,8,0,15,-199,47,29,101,6,59,17,12,0,-40,44,U|2D|U,U,U|2D|U,U|2D|U
Harmonized Index of Consumer Prices,2018.09.27 15:00,0,15,1,4,-3,9,0,-12,4,2,13,7,9,1,13,0,32,14,0,-26,1,5,11,1,3,26,3,5,19,2,13,-17,16,4,-15,2,2,14,1,0,14,11,3,5,2,N,N,N,N
Core Personal Consumption Expenditures,2018.09.27 15:30,13,-19,2,18,-6,1,0,-42,5,12,-18,7,0,-24,18,23,-97,48,2,42,35,17,25,2,1,4,41,17,-4,13,23,-5,6,14,24,16,16,0,20,2,-6,18,9,-21,8,D|U,D,D|U,D|U
ECB's President Draghi speech,2018.09.27 16:30,5,21,2,2,-5,5,2,-8,6,5,-4,6,1,13,2,14,-1,6,15,1,3,6,0,17,0,-17,0,0,14,10,0,13,2,1,8,10,6,16,0,4,3,6,9,3,4,N,N,N,N
Fed's Chair Powell speech,2018.09.27 23:30,0,-5,7,0,5,0,0,-3,2,1,7,1,4,-7,0,3,-9,1,0,-5,0,7,-3,2,3,-3,4,0,-4,1,5,-2,3,4,2,0,4,0,2,0,-2,3,3,3,0,N,N,N,N
Core Harmonized Index of Consumer Prices,2018.09.28 12:00,1,-11,21,0,-9,6,1,12,14,1,0,6,8,-2,4,3,30,46,2,-39,3,1,-20,11,1,-28,2,0,4,25,4,9,12,1,11,16,4,-34,11,5,1,14,13,1,14,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2018.09.28 15:30,1,8,5,4,-31,2,1,-1,12,7,-2,1,9,18,9,25,-9,10,0,20,18,1,33,0,16,-8,4,27,-15,3,7,12,11,11,-31,0,8,-38,3,9,18,0,11,-16,0,N,N,N,N
ISM Manufacturing PMI,2018.10.01 17:00,10,-3,1,14,1,3,0,12,12,2,25,0,4,-16,7,2,52,0,3,9,17,12,10,6,8,-20,1,1,13,13,4,-20,10,15,-5,0,2,-19,0,16,-16,0,16,-10,0,N,N,N,N
Fed's Chair Powell speech,2018.10.02 19:45,0,-11,0,1,-6,0,2,-5,0,1,-10,0,2,25,7,10,-35,8,6,1,7,2,-4,2,7,2,0,2,-5,2,6,1,8,2,0,5,1,-5,0,5,4,1,0,-14,1,N,N,N,N
Fed's Chair Powell speech,2018.10.03 23:00,5,-8,2,1,0,2,0,-8,0,4,12,1,0,-2,5,0,-10,3,1,-1,3,7,1,1,0,5,0,3,1,1,1,3,8,0,-8,3,1,13,7,0,6,1,0,-3,0,N,N,N,N
Average Hourly Earnings,2018.10.05 15:30,11,25,0,1,-4,4,4,-6,7,15,7,0,5,-36,21,185,70,2,27,21,68,39,40,0,7,-152,14,0,44,25,11,-89,2,15,-65,4,39,25,5,20,-46,4,7,-53,12,3U|2D,U,3U|2D,3U|2D
ECB Monetary Policy Meeting Accounts,2018.10.11 14:30,3,-20,8,18,2,5,0,-13,1,1,-6,5,11,-6,5,14,1,20,4,-18,3,4,-8,3,4,-19,2,0,30,20,3,8,5,3,-15,0,0,-17,7,0,-1,7,7,-4,2,N,N,N,N
Consumer Price Index ex Food & Energy,2018.10.11 15:30,3,-7,4,4,2,3,1,2,2,5,2,0,5,-15,3,14,225,9,4,-80,0,10,20,20,11,69,0,19,37,13,23,-23,14,0,-14,25,25,-73,2,2,-9,32,14,52,0,2U|D,U,2U|D,2U|D
Harmonized Index of Consumer Prices,2018.10.12 09:00,1,-2,14,0,3,8,2,-4,0,0,-15,4,1,5,4,5,-2,3,1,13,0,3,23,1,6,4,4,7,-3,4,2,15,0,8,-4,9,5,3,4,1,-13,5,4,-14,10,N,N,N,N
Retail Sales Control Group,2018.10.15 15:30,2,2,0,0,13,3,0,-6,5,0,-3,3,5,1,6,35,45,0,5,24,11,0,22,16,13,33,9,38,8,5,25,-15,2,2,7,22,5,6,32,10,-19,5,4,-10,0,U,U,U,U
Brexit Summit,2018.10.17 03:00,0,16,0,4,0,0,9,10,0,0,14,1,1,0,5,2,1,6,3,-15,1,0,20,1,5,-11,0,2,11,0,4,1,11,0,12,2,5,-8,4,1,-5,2,0,16,0,N,N,N,N
Core Harmonized Index of Consumer Prices,2018.10.17 12:00,4,-1,6,9,-2,2,0,12,0,2,-2,2,1,-19,2,8,-15,6,1,-6,1,0,-5,19,8,-18,0,6,-18,8,13,-22,1,0,-22,1,13,-10,7,5,0,10,0,5,11,D,D,D,D
FOMC Minutes,2018.10.17 21:00,6,-4,14,0,-6,5,1,-28,0,3,18,0,6,12,3,32,-16,29,16,7,0,0,-51,4,0,23,4,3,33,0,5,29,0,8,-6,4,25,15,0,0,-39,11,1,-33,14,N,N,N,N
Brexit Summit,2018.10.18 03:00,4,0,0,0,9,1,1,-4,0,0,13,0,4,6,0,0,-13,0,1,11,0,0,-6,13,7,10,0,2,10,0,4,15,0,3,2,15,0,-15,0,7,8,0,0,-13,0,N,N,N,N
HCOB Manufacturing PMI,2018.10.24 10:30,1,3,24,1,14,1,1,4,3,4,-5,1,19,1,5,2,-108,175,60,-11,10,11,-15,29,14,29,7,30,-4,1,14,-28,0,2,-43,22,0,45,6,5,-10,5,1,-39,0,2D,D,2D,2D
ECB Main Refinancing Operations Rate,2018.10.25 14:45,2,22,0,4,22,20,2,-5,1,0,-18,0,0,6,20,23,-37,18,13,6,5,4,36,1,4,25,0,1,-2,14,16,0,3,10,-8,10,0,5,23,4,1,12,4,-6,10,N,N,N,N
ECB Press Conference,2018.10.25 15:30,10,-4,8,0,15,1,1,-1,3,4,-5,5,0,-19,1,6,7,4,3,1,18,11,-31,1,1,31,9,3,25,5,29,40,15,66,-9,44,37,-11,2,23,-8,21,63,34,4,U,U,U,U
Core Personal Consumption Expenditures,2018.10.26 15:30,11,22,0,0,-14,7,0,18,3,4,-9,1,0,-35,5,35,12,28,8,63,0,11,-13,5,6,-36,5,15,1,8,16,-5,5,2,-10,15,1,35,0,5,4,10,0,27,3,N,N,N,N
ECB's President Draghi speech,2018.10.26 17:00,11,2,0,10,-13,2,1,20,0,9,1,0,5,6,1,4,4,3,20,11,1,1,-7,8,19,6,6,10,0,8,12,-3,6,14,14,0,0,-20,1,13,-12,0,10,-26,0,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2018.10.29 15:30,9,5,4,0,-13,6,0,12,16,0,19,2,5,16,5,3,-4,11,1,32,8,2,-5,3,11,0,23,9,-20,1,11,16,4,0,-20,6,3,19,5,20,-6,9,7,8,2,N,N,N,N
Gross Domestic Product s.a.,2018.10.30 13:00,5,0,3,5,-15,0,2,5,2,1,-22,3,2,-5,8,5,7,3,0,-16,5,3,-12,1,3,-10,4,0,-34,1,8,-5,8,11,-3,4,0,-18,5,3,5,14,7,1,6,D,D,D,D
Harmonized Index of Consumer Prices,2018.10.30 16:00,9,-4,4,9,-5,8,6,4,9,0,-22,18,6,25,20,30,-1,23,4,-6,8,0,53,14,14,-35,4,17,-25,5,19,-14,11,17,-16,3,4,-19,7,9,14,7,2,5,15,N,N,N,N
Core Harmonized Index of Consumer Prices,2018.10.31 13:00,2,-2,5,0,-7,5,2,7,1,0,3,6,0,4,4,0,-9,1,20,1,1,5,-1,1,0,1,6,3,-7,1,0,6,14,0,-6,10,6,7,5,0,-17,2,3,10,2,N,N,N,N
ISM Manufacturing PMI,2018.11.01 17:00,9,-16,3,0,-11,4,6,19,1,4,1,9,10,0,0,0,-13,12,2,-27,1,2,9,12,8,-7,7,3,18,4,3,11,4,5,4,0,3,-7,30,8,-1,5,2,3,19,N,N,N,N
Average Hourly Earnings,2018.11.02 15:30,1,-34,12,5,0,10,3,-1,10,3,-14,1,15,2,2,11,-4,2,5,9,10,6,-4,5,0,-22,9,6,9,4,10,10,13,5,16,0,1,-31,0,9,-1,1,15,-2,18,N,N,N,N
Donald Trump's News Conference,2018.11.07 19:30,0,-3,2,1,11,0,0,28,0,0,-8,7,6,19,1,9,3,0,6,0,1,0,-2,16,1,12,3,4,-1,4,5,0,10,0,-20,2,0,-4,3,3,6,5,0,-2,8,N,N,N,N
ECB's President Draghi speech,2018.11.08 18:20,0,-9,3,0,-7,10,1,-17,9,2,5,12,0,-9,11,0,-7,2,10,2,3,9,-4,1,5,3,0,1,-13,2,9,-1,12,3,25,3,1,6,6,13,0,2,3,-14,5,N,N,N,N
Fed Interest Rate Decision,2018.11.08 22:00,11,6,4,5,-28,3,1,-31,15,4,-11,11,9,-18,3,0,35,4,7,4,3,5,-23,1,0,-18,0,16,0,1,0,-11,9,5,8,33,3,60,10,5,21,0,1,8,4,N,N,N,N
Harmonized Index of Consumer Prices,2018.11.13 10:00,9,51,5,14,-14,1,4,-58,5,10,-21,23,15,-34,24,25,-20,4,17,-23,2,0,35,14,1,13,7,1,-58,6,8,-9,11,2,-43,18,8,30,6,11,-3,0,1,-19,11,D,D,D,D
Gross Domestic Product,2018.11.14 10:00,0,-5,8,10,5,3,7,-6,5,1,-9,1,15,-11,2,2,-29,10,6,-8,19,8,-38,1,4,-35,2,6,25,4,5,-10,10,0,12,11,0,-29,11,18,-34,4,5,33,2,D,D,D,D
Gross Domestic Product s.a.,2018.11.14 13:00,5,21,0,6,0,5,0,-10,2,2,-6,18,1,-1,11,7,-13,4,0,-10,6,12,-10,4,0,39,4,0,-16,6,0,-6,2,7,-5,4,10,4,7,6,8,2,4,7,3,N,N,N,N
Consumer Price Index ex Food & Energy,2018.11.14 16:30,7,18,0,17,1,2,3,12,5,1,23,1,5,-19,0,5,-14,2,1,22,0,8,3,1,15,7,1,0,-5,4,2,15,3,19,33,2,2,-15,5,8,1,8,1,-12,3,N,N,N,N
Fed's Chair Powell speech,2018.11.15 02:00,4,-9,6,1,-1,1,1,-10,2,1,12,4,0,-2,4,4,11,0,2,16,1,0,32,0,4,0,7,0,-5,4,16,6,0,5,-6,0,0,16,5,0,-21,3,5,11,0,N,N,N,N
Retail Sales Control Group,2018.11.15 16:30,0,69,0,2,2,23,8,-37,0,11,10,3,11,0,3,7,-8,1,13,3,11,1,1,16,6,-34,1,9,19,7,4,12,11,11,-1,20,3,24,0,3,-12,6,8,14,0,N,N,N,N
Fed's Chair Powell speech,2018.11.15 19:30,0,-33,4,23,27,3,0,-6,22,4,23,5,23,28,0,9,-3,8,2,28,6,0,-18,6,6,-1,13,3,17,6,8,-29,2,4,7,5,15,5,3,10,-1,1,0,15,0,N,N,N,N
ECB's President Draghi speech,2018.11.16 11:30,0,12,3,6,5,3,3,2,5,2,8,3,7,10,0,2,-16,1,7,-10,6,9,-21,2,5,0,6,4,-11,6,5,-11,0,0,-5,16,2,15,4,5,16,4,4,-32,0,N,N,N,N
Core Harmonized Index of Consumer Prices,2018.11.16 13:00,10,-6,0,0,-15,0,4,-5,7,7,28,0,2,7,11,0,-15,7,7,8,4,1,-22,2,0,-20,11,1,16,11,1,-8,1,7,-22,4,15,10,7,3,0,10,1,10,8,N,N,N,N
Nondefense Capital Goods Orders ex Aircraft,2018.11.21 16:30,1,12,7,9,-14,0,4,1,4,0,3,22,3,-12,5,0,-10,2,10,37,1,7,-19,2,8,11,4,0,20,2,6,-9,7,13,-10,0,15,-5,2,2,-28,3,7,24,2,N,N,N,N
ECB Monetary Policy Meeting Accounts,2018.11.22 15:30,6,20,5,10,-3,2,0,3,10,4,-18,3,4,6,1,2,14,1,0,6,2,1,-7,0,3,-8,5,4,4,5,0,-19,0,5,3,0,4,2,3,4,-3,2,2,2,1,N,N,N,N
HCOB Manufacturing PMI,2018.11.23 11:30,10,37,0,0,-32,0,0,11,1,5,-6,7,0,-6,10,3,-22,0,0,-5,10,8,-18,0,0,-1,9,5,-4,8,7,4,1,7,5,15,6,-7,5,0,19,8,10,8,6,N,N,N,N
Brexit Summit,2018.11.26 03:00,22,5,0,6,-1,0,4,-9,0,1,-1,5,6,-15,1,20,11,0,1,-18,1,3,11,1,0,-6,1,0,11,0,5,-3,1,1,-5,3,2,-8,0,1,6,6,3,-4,2,N,N,N,N
ECB's President Draghi speech,2018.11.26 17:00,1,14,8,8,12,0,5,-3,6,8,0,6,2,5,5,1,-2,7,2,11,5,9,6,0,4,-12,4,1,-9,1,0,-35,3,6,14,3,8,22,6,1,-9,17,3,28,8,N,N,N,N
Core Personal Consumption Expenditures,2018.11.28 16:30,1,15,0,4,0,6,9,10,4,8,0,1,9,-21,1,3,1,7,9,29,0,6,-25,2,6,-7,0,13,0,8,11,2,3,6,16,0,11,-5,4,9,0,4,0,-6,15,N,N,N,N
Fed's Chair Powell speech,2018.11.28 20:00,0,-27,17,29,8,1,8,24,8,0,-23,14,8,-30,4,4,-40,22,5,73,0,2,10,50,14,-5,5,14,-21,16,0,37,4,1,45,5,0,79,9,3,33,8,21,-1,18,U,U,U,U
ECB's President Draghi speech,2018.11.29 11:00,7,46,0,3,3,12,0,-34,2,14,-15,16,13,2,11,2,-3,14,3,-36,3,2,20,0,3,-7,5,2,5,13,15,5,3,18,23,1,0,10,12,11,-7,0,1,-7,15,N,N,N,N
Harmonized Index of Consumer Prices,2018.11.29 16:00,16,10,0,3,-21,0,13,-17,1,1,-56,4,13,-19,12,20,-10,24,10,-16,20,10,-6,28,5,36,6,5,-7,10,8,36,1,9,-1,19,0,-37,0,4,7,2,1,13,0,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2018.11.29 16:30,4,-2,5,1,-5,6,0,-6,4,2,-33,3,0,-20,36,6,-5,17,2,-4,15,4,4,14,0,14,9,8,22,0,17,6,9,4,1,15,0,-20,1,5,2,11,0,8,29,N,N,N,N
FOMC Minutes,2018.11.29 22:00,5,7,5,0,1,3,1,14,1,5,24,2,22,11,8,2,-23,5,4,11,7,1,11,4,0,-15,0,6,-1,7,0,-7,3,2,-6,5,0,-5,12,3,-1,3,2,6,8,N,N,N,N
Core Harmonized Index of Consumer Prices,2018.11.30 13:00,7,-5,0,2,38,0,0,16,5,15,-5,0,16,-8,2,0,12,9,22,-5,10,1,11,7,4,-12,9,0,21,11,10,-3,1,4,13,6,0,-5,6,1,23,0,1,-14,1,N,N,N,N
ISM Manufacturing PMI,2018.12.03 18:00,18,12,1,17,8,3,6,-45,0,0,-22,14,5,-10,11,16,4,8,2,10,5,15,-1,4,2,62,0,15,5,8,1,23,2,4,18,1,2,-18,2,15,-8,9,5,38,0,U,U,U,U
ECB's President Draghi speech,2018.12.05 11:30,5,-3,0,0,-2,2,2,1,0,2,1,0,3,7,0,1,21,5,10,0,4,0,-11,4,0,10,4,2,13,0,13,5,3,6,6,0,3,8,3,1,-23,0,0,-21,3,N,N,N,N
Fed's Chair Powell speech,2018.12.07 02:45,2,-1,1,0,-1,0,1,-10,0,5,0,0,1,1,0,2,-1,0,6,0,1,0,4,0,0,-7,1,2,0,1,4,-1,0,0,-14,0,6,-1,4,2,-1,5,5,3,4,N,N,N,N
Gross Domestic Product s.a.,2018.12.07 13:00,7,-10,0,3,8,4,5,21,0,1,19,2,4,-5,10,1,8,8,8,-7,6,7,13,0,4,1,3,0,3,5,2,10,7,2,14,0,0,-4,7,5,-1,13,6,-10,1,N,N,N,N
Average Hourly Earnings,2018.12.07 16:30,8,-40,0,6,25,0,8,-19,0,7,-15,0,4,-27,5,11,-4,19,2,-8,25,6,-5,26,3,19,21,0,13,20,15,11,8,10,-13,0,5,7,4,11,2,14,0,56,0,N,N,N,N
Consumer Price Index ex Food & Energy,2018.12.12 16:30,9,-1,14,4,31,1,1,-20,19,0,18,7,8,-16,6,4,-1,10,18,16,0,4,13,0,7,13,2,13,10,0,17,-26,2,17,11,5,8,32,1,19,19,1,1,8,7,U,U,U,U
Harmonized Index of Consumer Prices,2018.12.13 10:00,16,18,0,16,9,0,5,-18,2,10,-1,2,1,-16,2,1,-4,17,1,6,10,5,9,3,6,9,0,7,1,1,2,-24,20,4,10,0,6,21,0,0,-6,7,1,11,2,N,N,N,N
ECB Main Refinancing Operations Rate,2018.12.13 15:45,29,63,38,13,-37,20,16,-56,14,46,-2,5,0,-35,35,20,-1,19,17,-25,14,5,7,30,3,21,15,4,-15,22,9,-1,53,11,-5,4,4,-28,18,3,-3,27,1,28,2,N,N,N,N
ECB Press Conference,2018.12.13 16:30,5,-6,8,9,-14,0,0,-54,7,11,-60,0,0,34,7,4,-56,0,2,33,21,4,12,19,15,-19,5,3,-28,11,7,22,14,1,19,8,0,-24,18,12,-3,20,1,-20,18,N,N,N,N
HCOB Manufacturing PMI,2018.12.14 11:30,11,-11,15,14,1,2,1,35,7,18,11,1,1,8,23,1,9,27,5,-19,6,13,3,0,1,-28,1,16,10,0,7,22,5,10,-20,1,4,-14,1,11,29,1,12,-2,3,N,N,N,N
Retail Sales Control Group,2018.12.14 16:30,5,-3,6,2,6,2,0,-18,4,11,-23,5,0,-8,3,9,19,0,3,10,1,1,9,15,5,6,5,16,-3,6,1,-21,5,1,10,13,10,16,2,3,0,5,7,0,11,N,N,N,N
Core Harmonized Index of Consumer Prices,2018.12.17 13:00,1,1,5,7,-13,0,9,-7,2,2,32,0,2,-4,6,0,-5,9,8,-2,4,1,-2,3,1,-2,6,1,-6,8,5,0,3,1,0,5,2,-7,1,2,11,0,3,5,1,N,N,N,N
FOMC Economic Projections,2018.12.19 22:00,0,-65,10,16,4,38,40,19,22,8,16,15,17,4,9,0,-52,9,16,66,6,12,-7,30,2,37,13,14,7,8,29,-22,3,0,-104,0,3,60,0,10,69,12,7,-35,3,N,N,N,N
FOMC Press Conference,2018.12.19 22:30,6,-2,12,6,-15,1,1,-24,3,7,-28,13,8,7,10,0,14,31,8,-2,7,7,10,10,1,5,19,5,31,6,0,-21,0,6,14,2,1,-5,10,8,4,7,12,-8,8,N,N,N,N
Core Personal Consumption Expenditures,2018.12.21 16:30,1,17,0,6,-2,7,8,-10,1,1,-32,0,0,6,4,3,-10,7,16,5,0,2,9,0,1,-28,1,0,11,2,0,22,1,5,-34,0,0,-35,15,0,-50,3,5,-21,3,D,D,D,D
Core Personal Consumption Expenditures - Price Index,2018.12.21 18:00,5,-17,13,2,41,5,9,3,11,2,17,23,4,74,2,16,26,34,15,31,0,8,-62,11,18,-38,6,10,-23,12,14,-7,1,11,-14,3,17,12,7,15,28,0,8,23,7,D,D,D,D
Harmonized Index of Consumer Prices,2018.12.28 16:00,2,14,0,4,18,2,0,20,17,2,-1,8,2,53,1,30,39,5,5,34,10,3,-48,1,2,8,36,15,-3,1,4,-17,10,6,-11,4,2,7,3,0,-5,13,24,6,7,N,N,N,N
ISM Manufacturing PMI,2019.01.03 18:00,1,-50,1,14,-25,12,17,-21,6,25,71,0,17,0,13,17,-2,14,1,-3,38,0,-22,26,0,-26,4,3,35,0,1,19,21,5,-31,0,12,-18,1,0,45,1,3,12,10,N,N,N,N
Core Harmonized Index of Consumer Prices,2019.01.04 13:00,3,1,3,4,6,2,1,-1,9,0,8,6,10,10,0,0,8,4,5,-20,0,4,4,0,2,1,4,0,16,0,0,-5,10,2,20,3,6,6,2,3,-2,2,3,-3,1,N,N,N,N
Average Hourly Earnings,2019.01.04 16:30,0,27,3,10,-11,6,10,-9,23,0,-33,1,2,9,6,3,-46,13,10,-2,9,26,37,0,4,-33,1,1,-9,16,1,7,5,1,-12,1,14,13,8,2,13,6,7,2,13,N,N,N,N
Fed's Chair Powell speech,2019.01.04 18:15,16,-3,25,3,-8,8,28,10,0,5,-46,12,3,-11,10,17,8,2,18,5,26,1,35,0,0,-21,15,9,-16,7,10,16,2,0,14,14,12,-18,6,13,-10,1,4,22,0,N,N,N,N
President Trump speech,2019.01.09 05:00,1,-1,1,1,-7,1,1,11,0,1,8,3,3,2,2,2,9,0,0,2,8,0,-5,0,2,10,0,1,0,0,1,0,2,0,4,0,1,4,1,5,10,4,3,9,0,N,N,N,N
FOMC Minutes,2019.01.09 22:00,4,-9,2,6,2,4,7,-16,4,7,17,3,13,14,9,17,13,5,1,-3,5,9,13,1,4,-1,11,2,15,7,7,-11,3,0,-12,7,6,5,6,2,4,1,4,27,0,N,N,N,N
ECB Monetary Policy Meeting Accounts,2019.01.10 15:30,3,-13,15,6,-14,4,1,-16,2,4,-10,0,7,-7,9,4,-23,0,3,27,10,18,-33,0,6,12,5,13,-35,0,5,21,0,7,20,8,18,2,6,5,-49,5,20,2,26,N,N,N,N
Fed's Chair Powell speech,2019.01.10 20:45,0,12,4,4,21,1,5,1,4,3,20,4,0,-15,1,0,-23,1,10,25,0,1,14,0,1,15,5,5,0,10,2,-3,7,3,-5,8,2,5,3,8,4,0,5,6,6,N,N,N,N
Consumer Price Index ex Food & Energy,2019.01.11 16:30,3,28,24,5,-1,31,1,-30,11,1,31,17,5,25,1,33,2,20,7,45,0,1,-4,25,4,21,3,1,-47,0,19,5,10,0,-13,26,0,-16,14,7,-8,23,16,7,12,N,N,N,N
ECB's President Draghi speech,2019.01.15 18:00,1,12,1,6,41,12,0,-2,24,9,-5,5,0,-18,2,13,-44,9,0,-47,29,62,-13,3,10,-55,27,4,16,10,1,-100,6,1,51,42,17,11,30,1,-31,0,1,6,27,2D,D,2D,2D
